name_director;id_director
Scott McAboy;1232
Wojciech Marczewski;1233
Sherif Arafa;1234
Alejandro Doria;1235
Marcelo González;1236
Valeria Golino;1237
David Dobkin;1238
Tom Shadyac;1239
Hideaki Anno;1240
Orlando von Einsiedel;1241
Icíar Bollaín;1242
Paul W.S. Anderson;1243
Robi Michael;1244
Joyce Bernal;1245
Trey Borzillieri;1246
Ivan Reitman;1247
Basava Shankar Eeday;1248
Alex Garland;1249
James Lee;1250
Stuart Baird;1251
Anders Sømme Hammer;1252
Michael Whitton;1253
Ben Wallis;1254
Selima Taibi;1255
Seiji Mizushima;1256
Joseph Mbah;1257
Ben Young;1258
Sam Hargrave;1259
Joe Berlinger;1260
Dan Krauss;1261
Paco Plaza;1262
Benny Fine;1263
Sean Olson;1264
Rodrigo Toro;1265
Matt Toronto;1266
Gautier & Leduc;1267
Robert Krantz;1268
Michael McKay;1269
Sanjay Jadhav;1270
Falz;1271
Sedat Kirtan;1272
Sonny Mallhi;1273
Hardik Mehta;1274
Salmeen AlMurry Amer;1275
Keith L. Smith;1276
Michał Tylka;1277
Nagraj Manjule;1278
Barry Gonzalez;1279
Baljit Singh Deo;1280
Shadi Ali;1281
Adrien Lagier;1282
Kader Aoun;1283
Milton Horowitz;1284
Peter Sullivan;1285
Hitoshi Namba;1286
Ian Barber;1287
Leslye Davis;1288
Terry Gilliam;1289
Cory Edwards;1290
Ally Pankiw;1291
Peter Spirer;1292
Elissa Down;1293
Scott L. Montoya;1294
Diego Pignataro;1295
Jan-Peter Horns;1296
Johanna Demetrakas;1297
Rajesh Mapuskar;1298
John Hughes;1299
Norman Jewison;1300
Anna Wieczur-Bluszcz;1301
Biyi Bandele;1302
Fouad Al Shatti;1303
Luke Jurevicius;1304
Padraic McKinley;1305
Ari Levinson;1306
Tony Zierra;1307
James Wong;1308
David R. Ellis;1309
Theodore Boborol;1310
Marla M. Ancheta;1311
Gianfranco Rosi;1312
Drea Cooper;1313
Dylan Mohan Gray;1314
Aruna Raje;1315
Sabal Singh Shekawat;1316
George Ford;1317
Akiyuki Shinbo;1318
Arthur Muhammad;1319
Steven C. Miller;1320
Roy Poortmans;1321
Paul Soriano;1322
Olivia Newman;1323
Nirpal Bhogal;1324
Chris Foggin;1325
Keith Malloy;1326
Andrew Renzi;1327
Célia Catunda;1328
Abhishek Kapoor;1329
Gerry Blaksley;1330
Laurent Bouzereau;1331
Cheh Chang;1332
Maris Curran;1333
Khalid Mohamed;1334
Marc Abraham;1335
Xiaoxing Yi;1336
Kang Cheng;1337
Asri Bendacha;1338
Mercedes Cordova;1339
Juan Manuel Cotelo;1340
Mark Helenowski;1341
Dean Wright;1342
Rucha Humnabadkar;1343
Mark Murphy;1344
Richard Miron;1345
Digo Ricio;1346
Adam Nimoy;1347
Carlos Therón;1348
Jon Carey;1349
Fred M. Wilcox;1350
Akhil Paul;1351
Maya Zinshtein;1352
Antonio Morabito;1353
Hang-Jun Jang;1354
Lee Fulkerson;1355
Krysia Plonka;1356
Seth Gordon;1357
Brad Anderson;1358
Francesco Carrozzini;1359
Ulises Valencia;1360
Matthew Ross;1361
G.J. Echternkamp;1362
Daniel Gray Longino;1363
Grant S. Johnson;1364
Trudie Styler;1365
Adam B. Stein;1366
Felix Binder;1367
Ben Wheatley;1368
Marek Losey;1369
Gary Ross;1370
Simon Wincer;1371
Tinu Pappachan;1372
Ahmed Zain;1373
Marc Levin;1374
Sameh Abdulaziz;1375
Wade Allain-Marcus;1376
Paul Krüger;1377
Jude Okwudiafor Johnson;1378
Marcus Nispel;1379
Simon Verhoeven;1380
Raj Khosla;1381
Ali F. Mostafa;1382
Mahmoud Karim;1383
Werner Herzog;1384
Pierre Morel;1385
Heber Cannon;1386
Andrew Dean;1387
Courtney Hunt;1388
Mrighdeep Singh Lamba;1389
Avinash Walzade;1390
Robert Eagar;1391
Sean Cisterna;1392
Jeff Deverett;1393
Fumihiko Sori;1394
Yasuhiro Irie;1395
Alethea Jones;1396
Denis Do;1397
Bob Rose;1398
Deepa Mehta;1399
Le Van Kiet;1400
Adam Del Giudice;1401
Lai Chun-yu;1402
Chris Smith;1403
Ferzan Özpetek;1404
Hoyt Yeatman;1405
Kıvanç Baruönü;1406
Krish;1407
Manny Rodriguez;1408
Fellipe Barbosa;1409
Michael Simon;1410
Mario Rouleau;1411
Amitoj Mann;1412
Chris Moukarbel;1413
Pavel Parkhomenko;1414
Lucky Kuswandi;1415
Ahmed Al-Badry;1416
Ashwin Saravanan;1417
Kyle Newacheck;1418
Ivan Andrew Payawal;1419
Jean-Claude Flamand-Barny;1420
Keiichi Sato;1421
Austin Peck;1422
Mark A.Z. Dippé;1423
Riki Lindhome;1424
Glenn Weiss;1425
Ifa Isfansyah;1426
Rudy Soedjarwo;1427
Yen Cheng-kuo;1428
Walter Taylaur;1429
Hiroshi Katagiri;1430
Manbhavan Singh;1431
P.K. Baaburaaj;1432
Naoto Amazutsumi;1433
Suseenthiran;1434
David Grossman;1435
Guy Vasilovich;1436
Nicholas Stoller;1437
Olivier Abbou;1438
Dylan Bank;1439
Iñaki Dorronsoro;1440
David Silberg;1441
Amin Dora;1442
Rich Ragsdale;1443
Kazuchika Kise;1444
Mark Steven Johnson;1445
Bassam Tariq;1446
Eric Bress;1447
Patrick Graham;1448
Partho Ghosh;1449
Vincente Minnelli;1450
Ron Krauss;1451
Florent Bodin;1452
Paul M. Green;1453
Sally Potter;1454
Puneet Khanna;1455
Lukas Dhont;1456
Travis Stevens;1457
Weica Wang;1458
Michael Paul Stephenson;1459
Tsutomu Mizushima;1460
Olivier Afonso;1461
James D. Stern;1462
Go Koga;1463
Brett Whitcomb;1464
Peter Lepeniotis;1465
Owen Trevor;1466
Mauro Scandolari;1467
Harold Cronk;1468
Jedd Wider;1469
Gordon Chan;1470
Michael Mason;1471
Francis Lee;1472
Kobun Shizuno;1473
Hong Won-ki;1474
Takuya Inaba;1475
Sam de Jong;1476
Ivan Sen;1477
Kabir Sadanand;1478
Mark Landre Gould;1479
Neslihan Yesilyurt;1480
Umut Aral;1481
Jeff Stilson;1482
Chris McCoy;1483
Wendy Jo Carlton;1484
Tarek Abdel Moaty;1485
Mark Helfrich;1486
George Clooney;1487
Henrik Ruben Genz;1488
Kate Melville;1489
Benny Safdie;1490
Justin Chon;1491
Jay Baruchel;1492
Ari Sandel;1493
Punit Malhotra;1494
Robert Altman;1495
Danny Cannon;1496
Mathieu Kassovitz;1497
Ananth Narayan Mahadevan;1498
Jerrold Tarog;1499
Clint Eastwood;1500
B. Unnikrishnan;1501
Ahmed Zein;1502
Tanuj Chopra;1503
Fab Five Freddie;1504
Randal Kleiser;1505
David Hunt;1506
Abba T. Makama;1507
Peter Orton;1508
Juani Libonatti;1509
Allan Ungar;1510
Nanette Burstein;1511
Miranda de Pencier;1512
Eric Juhola;1513
Keith Scholey;1514
Sam Macaroni;1515
Ruchi Narain;1516
Dani de la Torre;1517
Anjali Nayar;1518
Arjun Jandyala;1519
Sharan Sharma;1520
Shanker Raman;1521
James Woodroffe;1522
Sanjay Leela Bhansali;1523
Faozan Rizal;1524
Ali Taner Baltacı;1525
Ibrahim Bin Mohamed;1526
Ali Bin Matar;1527
Oluseyi Asurf;1528
Mohit Suri;1529
Nila Madhab Panda;1530
Shinji Aramaki;1531
Ian Kirby;1532
Satish Kaushik;1533
John Irvin;1534
Aijaz Khan;1535
Akram Farouk;1536
John Butler;1537
Jeff Garlin;1538
Johnny Martin;1539
Madeleine Parry;1540
Doesjka van Hoogdalem;1541
Tim Van Someren;1542
Mamat Khalid;1543
Jared Stern;1544
Alice Rohrwacher;1545
Amarpreet G S Chabbra;1546
Joe Dietsch;1547
Farah Khan;1548
Luis Javier M. Henaine;1549
Shlok Sharma;1550
Matt Eskandari;1551
Eric Laneuville;1552
Robert Osman;1553
Ilya Naishuller;1554
Bobcat Goldthwait;1555
Paresh Mokashi;1556
Jon Hurwitz;1557
Danny Leiner;1558
Daniel Raim;1559
Ah Loong;1560
Ron Davis;1561
Justin Bare;1562
Aamir Bashir;1563
Christopher Storer;1564
Vinil Mathew;1565
Alberto Arnaut Estrada;1566
Jon Schnitzer;1567
Brant Sersen;1568
Donick Cary;1569
Eddie Martin;1570
Andrew C. Erin;1571
Vibhu Virender Puri;1572
Şenol Sönmez;1573
Steven Soderbergh;1574
Lucien Jean-Baptiste;1575
Davis Guggenheim;1576
Jason Krawczyk;1577
Quinn Lasher;1578
Elle Callahan;1579
Ana Kokkinos;1580
Timo Tjahjanto;1581
Jalil Lespert;1582
Kelly Noonan;1583
David Mirkin;1584
Chris Sivertson;1585
Lucien Bourjeily;1586
Huang Jianming;1587
Leung Lok Man;1588
Tom Gianas;1589
David Mackenzie;1590
Guillermo del Toro;1591
Sohail Khan;1592
Alex Stapleton;1593
Eli Roth;1594
Christel Gibson;1595
Prakash Mehra;1596
Corey Yuen;1597
Joaquín Mazón;1598
Elaine McMillion Sheldon;1599
Raymie Muzquiz;1600
Timothy Woodward Jr.;1601
Stacia Crawford;1602
Shawn Arranha;1603
Liu Jie;1604
Shigeaki Kubo;1605
Yudai Yamaguchi;1606
Pankaj Batra;1607
Byun Hyuk;1608
Scott Hicks;1609
Imtiaz Ali;1610
Sajid Khan;1611
Lucy van Beek;1612
Remi Weekes;1613
Jennifer Lynch;1614
Vishnu Govindhan;1615
David Palmer;1616
Andy Tennant;1617
Joachim Fest;1618
Daniel Kontur;1619
Daniel Ablin;1620
Lars Kaalund;1621
Asim Raza;1622
Gordon Anderson;1623
Neil Armfield;1624
André Odendaal;1625
John Whitesell;1626
Leslie Small;1627
Anthony Scott Burns;1628
Michael A. Nickles;1629
Javier Ambrossi;1630
Curro Velázquez;1631
Will Allen;1632
Note Chern-Yim;1633
Rakshith Thirthahalli;1634
Kaila York;1635
Beyoncé Knowles-Carter;1636
Anindya Chatterjee;1637
Bille Woodruff;1638
Reema Kagti;1639
Rebecca Johnson;1640
Mike Disa;1641
Tim Hill;1642
Sudip Bandyopadhyay;1643
Pailin Wedel;1644
Brodje Wemboendja;1645
Alexandre Aja;1646
Gary Andrews;1647
Ayush Raina;1648
Jeff Baena;1649
Marty Stalker;1650
Scott Cooper;1651
Michael Polish;1652
Yuki Yamato;1653
Jill Bauer;1654
Max McGill;1655
Akiva Schaffer;1656
Andaç Haznedaroğlu;1657
Thor Freudenthal;1658
Janusz Majewski;1659
Genndy Tartakovsky;1660
Shashanka Ghosh;1661
Mark Tonderai;1662
Alex Merkin;1663
Sandy Chronopoulos;1664
Ziga Virc;1665
Bruce Leddy;1666
David M. Rosenthal;1667
Tom O'Dell;1668
Ken Marino;1669
Lionel C. Martin;1670
Jerry Rothwell;1671
Joanna Lombardi;1672
Jocelyn Moorhouse;1673
Cal Seville;1674
Dean DeBlois;1675
Cal Saville;1676
James Ivory;1677
Amar Gupte;1678
Sooraj R. Barjatya;1679
Adam Bolt;1680
Raj Kanwar;1681
Shashank Khaitan;1682
Drew Casson;1683
Taika Waititi;1684
Keoni Waxman;1685
Jonathan Mostow;1686
Harshavardhan Kulkarni;1687
Matt Kugelman;1688
Saji Surendran;1689
Gabriel Grieco;1690
Benjamin Turner;1691
Jeffrey Schwarz;1692
Mary Mazzio;1693
Christophe Charrier;1694
Laura VanZee Taylor;1695
Justin Kelly;1696
Grant Sputore;1697
Eleonore Pourriat;1698
Feng Xiaogang;1699
Raoul Peck;1700
Adam Sjöberg;1701
Osgood Perkins;1702
Ross Boyask;1703
Unjoo Moon;1704
Chuck Russell;1705
Kasper Collin;1706
Macon Blair;1707
Douglas McGrath;1708
Maria Demeshkina Peek;1709
Jérémy Clapin;1710
Laura Mañá;1711
Ken Loach;1712
Justin Krook;1713
Steve Race;1714
Lindsey Cordero;1715
Fernando Frías de la Parra;1716
Charlie Kaufman;1717
Hong-seon Kim;1718
Alex Richanbach;1719
Adam Randall;1720
Bryan Fogel;1721
Brett Harvey;1722
Law Wing-cheong;1723
Sachin;1724
Will McCormack;1725
Tony Leondis;1726
Sanjib Dey;1727
Steve Paley;1728
Kim Jee-woon;1729
Karey Kirkpatrick;1730
Karan Shivajirao Chavan;1731
Walerian Borowczyk;1732
Steve Cheng;1733
Malik Vitthal;1734
Ti West;1735
Anthony Byrne;1736
Joel Oliansky;1737
Patricia Font;1738
Tope Oshin;1739
Frank Rajah Arase;1740
Hamad AlSarraf;1741
Taron Lexton;1742
Johannes Roberts;1743
Jim Mickle;1744
Vincenzo Natali;1745
Sunao Katabuchi;1746
Christopher Nolan;1747
Aytaç Ağırlar;1748
Eric Zaragosa;1749
Suman Mukhopadhyay;1750
Jonathan Baker;1751
Elizabeth Chai Vasarhelyi;1752
Brad Bird;1753
Sanjeev Gupta;1754
Stephen S. Campanelli;1755
John Stewart Muller;1756
Jacob Kornbluth;1757
Luca Vullo;1758
Sittisiri Mongkolsiri;1759
Ziad Doueiri;1760
Iain Softley;1761
Seren Yüce;1762
K. Subhash;1763
Michael J. Bassett;1764
James Wan;1765
Eugenio Derbez;1766
Michael Gallagher;1767
Vetrimaaran;1768
Christopher Martin;1769
Patricia Rozema;1770
Sean Penn;1771
Alejandro Montiel;1772
Toshiya Shinohara;1773
Pablo Giorgelli;1774
Charles Officer;1775
John Trengove;1776
Jonathan Helpert;1777
Kedar Shinde;1778
Jacob Schwab;1779
Serge Ou;1780
Leo Riley;1781
Timo Vuorensola;1782
Stephanie Laing;1783
Rohena Gera;1784
Prime Cruz;1785
V. K. Prakash;1786
Oliver Kienle;1787
Chairun Nissa;1788
Jadesola Osiberu;1789
Manish Tiwary;1790
Trey Edward Shults;1791
Billy Lyons;1792
Aniedi Anwah;1793
Maria Ripoll;1794
Abhay Chopra;1795
Zatella Beatty;1796
Young Jun Lee;1797
Shirish Kunder;1798
Abbas Tyrewala;1799
Mathias Malzieu;1800
Harvey Glazer;1801
Stuart Orme;1802
Brian Klein;1803
Richard van't Riet;1804
Dave Skinner;1805
Dustin Nguyen;1806
Kumaran;1807
Johan Brisinger;1808
Shanjey Kumar Perumal;1809
Navjot Gulati;1810
Jimmy Henderson;1811
Girish Malik;1812
Dan Lucchesi;1813
Azfar Jafri;1814
Aadish Keluskar;1815
Rohit Jugraj;1816
Ksshitij Chaudhary;1817
Sergio Barrejón;1818
Robb Dipple;1819
Jon M. Chu;1820
Gillian Robespierre;1821
Lydia Tenaglia;1822
Michael Bonfiglio;1823
Joe DeMaio;1824
Christian Charles;1825
Marty Callner;1826
Ali Scher;1827
Gerry Hoban;1828
C. Fitz;1829
Numa Perrier;1830
Michael Drumm;1831
Jeannie Gaffigan;1832
Scott Zabielski;1833
Joe Boyd;1834
Sam Wrench;1835
John A. Davis;1836
Navaniat Singh;1837
Stephen Herek;1838
David Gelb;1839
Radhu Karmakar;1840
Lee Jeong-beom;1841
Griffin Dunne;1842
José Miguel Contreras;1843
Ashutosh Gowariker;1844
John Edginton;1845
Anthony Giordano;1846
Ashim Ahluwalia;1847
Michael Epstein;1848
Andrew Stanton;1849
Ahishor Solomon;1850
Will Forbes;1851
Rhys Thomas;1852
Aditya Vikram Sengupta;1853
Lô Politi;1854
Bill Oliver;1855
Toby Haynes;1856
Amardeep Singh Gill;1857
Rob LaDuca;1858
Joe Piscatella;1859
Sébastien Betbeder;1860
Sudabeh Mortezai;1861
Clark Johnson;1862
Judah Friedlander;1863
Atharv Baluja;1864
Susannah Heath-Eves;1865
Nora Ephron;1866
Kenny Ortega;1867
Salim Akil;1868
Phil Morrison;1869
Lana Wachowski;1870
Roberto Santucci;1871
Ole Bornedal;1872
Andy Caballero;1873
Richard Gabai;1874
Jonathan Demme;1875
Stephanie Turner;1876
Kathryn Bigelow;1877
Bedran Güzel;1878
Sanjay Gupta;1879
Makarand Mane;1880
Kranti Redkar;1881
Rai Yuvraj Bains;1882
Soham Shah;1883
Terrie Samundra;1884
Tinnu Anand;1885
Jijo Pancode;1886
Pa. Ranjith;1887
Karan Johar;1888
Sandeep Reddy Vanga;1889
Buta Singh;1890
Roger Allers;1891
Pooja Bhatt;1892
Nikkhil Advani;1893
Sundar C.;1894
Rupert Jones;1895
Hani Al-Shaibani;1896
Dhilip Kumar;1897
Mandla Dube;1898
Arun Chidambaram;1899
Jayan Moodley;1900
Desingh Periyasamy;1901
Musthafa;1902
Wagner de Assis;1903
Ali Ragab;1904
Vijay Lalwani;1905
Hanung Bramantyo;1906
James Mangold;1907
Sai Paranjape;1908
Linda Mendoza;1909
Colin Dench;1910
Lorene Machado;1911
Brit McAdams;1912
Alphonso J. Wesson;1913
Gary Binkow;1914
Nikhil Advani;1915
Vineeth Anil;1916
Madhumita;1917
Lynn Novick;1918
Angshuman Ghosh;1919
Tom Stern;1920
Andy Fickman;1921
Paul Miller;1922
Lori Kaye;1923
Subhash Ghai;1924
Mohammed Hussain;1925
Dibakar Banerjee;1926
Surya S.J.;1927
Sudipto Roy;1928
Dimitri Logothetis;1929
John Stockwell;1930
Thomas Sieben;1931
Tugçe Soysop;1932
Steven Gomez;1933
Frédéric Tonolli;1934
Paul Tanter;1935
Jonathan Hensleigh;1936
Avinash Arun;1937
Damián Romay;1938
Darren Grant;1939
Andrew Dominik;1940
Attila Till;1941
Paul Katis;1942
Felix Thompson;1943
Kemi Adetiba;1944
Sam Voutas;1945
Jeffrey W. Byrd;1946
Lucy Cohen;1947
Steve Greenwood;1948
Peter Farrelly;1949
Deniz Gamze Ergüven;1950
Puneet Sira;1951
Gary Fleder;1952
Joshua Tickell;1953
Sigrid Andrea Bernardo;1954
Woo Ming Jin;1955
Sergio Pablos;1956
Rachel Lears;1957
Frank Capra;1958
Alex Proyas;1959
Mark Raso;1960
Partho Mitra;1961
Jonathan Taylor;1962
Chakri Toleti;1963
Noor Imran Mithu;1964
Joachim Rønning;1965
Gulzar;1966
Hans Petter Moland;1967
Munjal Shroff;1968
Tilak Shetty;1969
Ravikanth Perepu;1970
Santram Varma;1971
Oliver Blackburn;1972
Datta Mohan Bhandare;1973
William H. Macy;1974
Anil V. Kumar;1975
Remy Kohli;1976
Stephen Chow;1977
Andrés Couturier;1978
Tim Johnson;1979
Rodolphe Guenoden;1980
Stanley Tong;1981
Suresh Pillai;1982
Renzil D'Silva;1983
Tensai Okamura;1984
Yusuf Pirhasan;1985
Sangeeth Sivan;1986
Umesh Ghadge;1987
Devin Chanda;1988
Samir Karnik;1989
Camille Shooshani;1990
Leandro Mark;1991
Daniel Lindsay;1992
Luis Valdez;1993
Giulio Base;1994
Antonio Díaz;1995
Pepe Mora;1996
Roberto Girault Facha;1997
Alejandro Lozano;1998
Syed Ahmad Afzal;1999
Manav Shah;2000
Sopon Sukdapisit;2001
Uraaz Bahl;2002
Greta Gerwig;2003
Chris Nahon;2004
M. Night Shyamalan;2005
Emmanuel Mouret;2006
Lygia Barbosa da Silva;2007
Mike Ezuruonye;2008
Sushil Majumdar;2009
Sam Loh;2010
Tosin Coker;2011
R. Ellis Frazier;2012
Alex Parkinson;2013
Jaki Bradley;2014
Kazuaki Kiriya;2015
Massy Tadjedin;2016
Juliet May;2017
Frank W Chen;2018
Regina Welker;2019
John Hillcoat;2020
Matthew Vaughn;2021
Mijke de Jong;2022
Damien Piscarel;2023
Emmanuel Amara;2024
Leslie Iwerks;2025
Anand Tucker;2026
Eric Summer;2027
Roy Allen Smith;2028
Ron Myrick;2029
B.N. Shajeer Sha;2030
Lee Daniels;2031
Vic Armstrong;2032
Brian Helgeland;2033
Zack Snyder;2034
Yang Lei;2035
Joe Menendez;2036
Rick Morales;2037
Anders Falck;2038
Michael D. Black;2039
Rob Silvestri;2040
Greg Richardson;2041
Ashraf Fayeq;2042
Jayaprakash Radhakrishnan;2043
Mario Cambi;2044
Pascal Blanchard;2045
Tom Hooper;2046
David Benioff;2047
Kim A. Snyder;2048
John Ridley;2049
Luke Snellin;2050
John Huston;2051
Inas El-Degheidy;2052
Onur Ünlü;2053
Jenna Laurenzo;2054
Vince Marcello;2055
Geetu Mohandas;2056
Brian Webber;2057
Jason Spingarn-Koff;2058
Rakesh Mehta;2059
Pawan K Shrivastava;2060
John Haptas;2061
Justin McConnell;2062
Ekene Som Mekwunye;2063
Kevin Peeples;2064
Lauren Miller Rogen;2065
Alfonso Arau;2066
Sebastian Jones;2067
Charles Stone III;2068
Prasobh Vijayan;2069
Vrinda Samartha;2070
Jazz Boon;2071
Isabel Sandoval;2072
Karim El Sobky;2073
Genevieve Nnaji;2074
Ellen Weissbrod;2075
Rob Meyer;2076
Hua Shan;2077
Eli Craig;2078
Tim Bartley;2079
Robyn Butler;2080
Ira Sachs;2081
Matt Kay;2082
Richard Greenberg;2083
Prakash Satam;2084
Zach Clark;2085
Ramsey Nouah;2086
Nick Gomez;2087
Rene Bueno;2088
Fouad El-Mohandes;2089
Guy Ritchie;2090
Steven Knight;2091
James Mather;2092
Fernando Sariñana;2093
Sudhanshu Saria;2094
Michael Anderson;2095
Eduardo Roy Jr.;2096
Christian Zübert;2097
Mark McQueen;2098
Kristian Mercado;2099
Jakob Verbruggen;2100
Jacob LaMendola;2101
Jennifer Baichwal;2102
Sze Yu Lau;2103
David Wnendt;2104
Parambrata Chatterjee;2105
Juan Carlos Rulfo;2106
Jorge Hernandez Aldana;2107
Ignacio López Escrivá;2108
Tom Donahue;2109
Sarah Moshman;2110
Guillaume Pierret;2111
Liz Garbus;2112
Sunkanmi Adebayo;2113
Christopher Guest;2114
Louis C.K.;2115
Jatla Siddartha;2116
RZA;2117
Charneice Fox;2118
Pang Ho-cheung;2119
Andy Delaney;2120
Alfons Adetuyi;2121
Theodore Witcher;2122
Lasja Fauzia Susatyo;2123
Saandeep Patel;2124
Tianyu Zhao;2125
Anand Tiwari;2126
Steven Fine;2127
Ahmad Samir Farag;2128
Dean Craig;2129
Sridhar Jetty;2130
Christian Ditter;2131
Anita Barbosa;2132
So Yong Kim;2133
Alma Har'el;2134
Jeff Nichols;2135
Katherine Brooks;2136
Lucas Margutti;2137
Ana Quiroga;2138
Jun-seong Kim;2139
Ranjit Tiwari;2140
Radhika Rao;2141
Laxman Utekar;2142
Hayao Miyazaki;2143
Prabhuraj;2144
Ticoy Rodriguez;2145
Sameer Sharma;2146
Jayan Vannery;2147
George C. Wolfe;2148
Pratim D. Gupta;2149
Dylan C. Brown;2150
Debaloy Dey;2151
Robert Rodriguez;2152
Antonio Serrano;2153
George Miller;2154
Callie Khouri;2155
Jim Monaco;2156
Chun Wong;2157
Eric Darnell;2158
Ben Patterson;2159
Mikhil Musale;2160
Satyajit Bhatkal;2161
Shoojit Sircar;2162
Aaron Burns;2163
Iginio Straffi;2164
Luc Vinciguerra;2165
Benjamin Ree;2166
Amaan Khan;2167
Amarjit Virdi;2168
Gaurav Bavdankar;2169
Li Pei-Chuan;2170
Prem Soni;2171
Chandan Arora;2172
Nathan Wiley;2173
Marlene Melchior;2174
Oded Raz;2175
Sameer Vidwans;2176
Mangesh Hadawale;2177
Olaf de Fleur;2178
Michael Winnick;2179
Raj R;2180
Amro Salah;2181
Keanu Reeves;2182
Chang-Min Lee;2183
Ben Palmer;2184
Shyam Benegal;2185
Tathagata Banerjee;2186
David Gordon Green;2187
John Upchurch;2188
Tom O'Brien;2189
John Woo;2190
Shamzu Zayba;2191
David Fincher;2192
Rahul Ravindran;2193
Michael Roberts;2194
Navdeep Singh;2195
Shammi Kapoor;2196
J. Davis;2197
Nandita Das;2198
Rahat Kazmi;2199
Phanindra Narsetti;2200
Amshan Kumar;2201
David Cronenberg;2202
Clive Tonge;2203
Lynn Shelton;2204
Caio Cobra;2205
Alik Sakharov;2206
Pedring A. Lopez;2207
Jessica Yu;2208
Jordan Brady;2209
Nathan Landeg;2210
Pulkit;2211
Sunil Thakur;2212
Everardo Gout;2213
David Raynr;2214
David Batty;2215
Jean-François Blais;2216
Deepika Narayan Bhardwaj;2217
Eric Drath;2218
Mitch Schauer;2219
Hiromasa Yonebayashi;2220
Omung Kumar;2221
Rob Marshall;2222
Malik Nejer;2223
Neeraj Udhwani;2224
Shekhar Kapur;2225
Ui-seok Jo;2226
Yuen Woo-ping;2227
Obaid Alhmoudi;2228
Pablo D'Alo Abba;2229
Craig Freimond;2230
Sudesh Manjrekar;2231
Aditya Sarpotdar;2232
Daniel Noah;2233
Philip Yung;2234
Hassan Hegazy;2235
Bob Hercules;2236
Muh Chen;2237
Samuel D. Pollard;2238
Maz Jobrani;2239
Jesús Magaña Vázquez;2240
Nathan Morlando;2241
Melanie Mayron;2242
Mina Shum;2243
Jacek Koprowicz;2244
Paul Berczeller;2245
Anik Datta;2246
Saravana Rajendran;2247
Binu Ulahhannan;2248
Bob Odenkirk;2249
Shin-yeon Won;2250
Lucas Santa Ana;2251
Janet Tobias;2252
Barry Sonnenfeld;2253
Ayman Makram;2254
Josh Z. Weinstein;2255
John Barnard;2256
Hepi Mita;2257
Sacha Wolff;2258
David Sington;2259
Chris Sparling;2260
Owen Egerton;2261
Lenin Bharathi;2262
James Hawes;2263
Toka McBaror;2264
Atlee Kumar;2265
Fabrice Du Welz;2266
Nimród Antal;2267
Ananda Krishnan;2268
Julio Fernández Talamantes;2269
Shojiro Nishimi;2270
Alejandro Fernández Almendras;2271
Gastón Duprat;2272
Santosh Manjrekar;2273
Bharat Nalluri;2274
Ribhu Dasgupta;2275
Oz Rodriguez;2276
Daniel Wilner;2277
Chris Howe;2278
Page Hurwitz;2279
George Gallo;2280
Maxwell McGuire;2281
Clint Butler;2282
Seth Barrish;2283
L. Frazier;2284
Kevin Bray;2285
David Mrnka;2286
Peter Berg;2287
Axelle Laffont;2288
Gus Van Sant;2289
Andrew Goth;2290
Sean Foley;2291
Fabio Guaglione;2292
Eddie Mensore;2293
Matt D'Avella;2294
Anil Thomas;2295
Gavin O'Connor;2296
Mehmet Ada Öztekin;2297
Oriol Paulo;2298
Mamoru Hosoda;2299
Tarsem Singh;2300
Emcy Joseph;2301
Erwin van den Eshof;2302
Lana Wilson;2303
Keiichi Hara;2304
Narendra Nath;2305
Jason Lai;2306
Liv Ullmann;2307
Kenny Young;2308
Jennifer Siebel Newsom;2309
Barbara Kopple;2310
Julia Hart;2311
R.J. Daniel Hanna;2312
Robert Nixon;2313
David Fairhead;2314
Apoorva Lakhia;2315
David Blair;2316
Osman Ali;2317
Anna Boden;2318
Greg Whiteley;2319
Munish Bhardwaj;2320
Muhammad Ali;2321
Ted Geoghegan;2322
William Monahan;2323
Aaron Sorkin;2324
Ravi Udyawar;2325
Martin Rosete;2326
Pablo Lejarreta;2327
Brett Ratner;2328
Robert Vince;2329
Ahmed El Gendy;2330
Holger Tappe;2331
Steve Sacks;2332
Avgousta Zourelidi;2333
Steve Ball;2334
Dustin McKenzie;2335
Victor Dal Chele;2336
Mike Fetterly;2337
Dan Fraga;2338
Audu Paden;2339
Gil Kenan;2340
Leopoldo Aguilar;2341
Tom Green;2342
Rachel Bell;2343
Will Yapp;2344
Terry Hughes;2345
Roger Graef;2346
Terry Jones;2347
Duncan Jones;2348
Barry Jenkins;2349
Antoine Bardou-Jacquet;2350
Jami;2351
Chad Hartigan;2352
Michael Mayer;2353
Avadhoot Gupte;2354
Dilip Mehta;2355
Matthew Michael Carnahan;2356
Tatsushi Omori;2357
Debamitra Biswal;2358
Suhas Kadav;2359
Jennifer Peedom;2360
Thierry Demaizière;2361
Andy Serkis;2362
Thiru;2363
Tomer Heymann;2364
Rob Minkoff;2365
Diego Luna;2366
Paco Cabezas;2367
Noël Wells;2368
Lee Eung-bok;2369
Anthony Chan;2370
Craig Gillespie;2371
Wael Ihsan;2372
Nabil Ayouch;2373
Cristina Costantini;2374
Dee Rees;2375
Mysskin;2376
Andrés Feddersen;2377
Yasmin Ahmad;2378
Manjeet Singh;2379
Anant Balani;2380
Syamsul Yusof;2381
Navinder Pal Singh;2382
Alexandre Heboyan;2383
